No.,text,Valence_Mean,Arousal_Mean,Valence_SD,Arousal_SD
4250,封后,7.4,7.8,1.095,0.894
4251,流线,5.9,3.3,1.095,0.894
4252,炫爆,7.2,7.6,1.095,0.894
4253,相符,5.6,3.4,1.095,0.894
4254,合身,5.9,3.6,1.095,0.894
4255,当机,3.5,4.0,1.095,0.894
4256,过重,3.0,3.8,1.095,0.894
4257,首屈一指,8.6,6.9,1.095,0.894
4258,值回票价,8.2,6.9,1.095,0.894
4259,不闪频,6.4,4.2,1.095,0.894
4260,爽口,6.9,5.0,1.095,0.894
4261,走味,3.1,4.1,1.095,0.894
4262,贪小便宜,3.0,3.6,1.095,0.894
4263,耐操,5.9,4.3,1.095,0.894
4264,美呆,7.7,7.5,1.095,0.894
4265,接地气,6.1,4.6,1.095,0.894
4266,淋漓尽致,7.6,6.1,1.095,0.894
4267,货真价实,7.8,5.6,1.095,0.894
4268,廉价,4.0,3.3,1.095,0.894
4269,顶尖,8.6,6.5,1.095,0.894
4270,胜出,7.4,6.1,1.095,0.894
4271,超酷,7.4,7.0,1.095,0.894
4272,抢手,8.1,6.8,1.095,0.894
4273,新潮,6.5,5.2,1.095,0.894
4274,耗电,3.5,3.8,1.095,0.894
4275,费电,3.5,3.8,1.095,0.894
4276,耗时,3.5,3.8,1.095,0.894
4277,费时,3.5,3.8,1.095,0.894
4278,过短,3.1,4.0,1.095,0.894
4279,实惠,7.0,4.7,1.095,0.894
4280,精打细算,7.1,4.1,1.095,0.894
4281,前所未有,6.4,6.7,1.095,0.894
4282,前所未见,6.4,6.7,1.095,0.894
4283,轻薄短小,6.7,4.0,1.095,0.894
4284,宽裕,7.3,4.1,1.095,0.894
4285,一目了然,6.9,2.8,1.517,1.483
4286,一目了然,6.9,2.8,1.517,1.483
4287,七零八落,2.8,3.6,0.908,0.822
4288,十全十美,8.4,6.9,0.822,1.432
4289,上镜头,6.7,5.4,1.605,1.817
4290,大功告成,8.0,7.0,1.0,1.458
4291,大失所望,2.0,7.2,1.0,0.671
4292,小心翼翼,5.7,5.9,1.095,1.517
4293,小康,5.7,4.0,0.837,1.0
4294,不合,3.0,6.7,0.707,0.908
4295,不妙,3.2,6.8,0.671,1.525
4296,中上,6.8,5.0,0.837,1.458
4297,中奖,8.5,8.9,0.612,0.224
4298,井井有条,7.0,4.2,1.458,1.304
4299,六神无主,3.4,2.4,0.742,1.14
4300,凶狠,2.2,8.2,1.095,0.908
4301,凶恶,2.4,8.0,0.894,1.0
4302,分岔,4.4,3.9,0.418,1.025
4303,吊诡,3.3,4.0,0.57,1.225
4304,心不甘情不愿,2.9,5.9,0.894,1.746
4305,手痒,4.2,6.6,1.525,0.962
4306,扎实,7.8,3.3,1.151,1.483
4307,火大,2.2,8.7,0.758,0.671
4308,火红,7.4,7.5,0.418,1.414
4309,令人发指,1.9,8.2,1.245,0.908
4310,凹凸不平,4.1,5.4,0.822,1.71
4311,出头,6.0,6.3,0.866,1.151
4312,功不可没,7.9,4.6,1.14,0.894
4313,包罗万象,7.4,4.2,0.962,1.643
4314,半途而废,3.3,3.3,0.975,0.447
4315,叫好,7.4,7.6,1.194,0.418
4316,可圈可点,7.9,6.0,1.245,1.061
4317,四平八稳,6.0,2.8,0.791,1.681
4318,外强中干,3.2,4.5,1.037,0.5
4319,失火,2.2,8.5,0.837,0.866
4320,失灵,3.3,7.3,0.447,1.396
4321,平凡,4.8,2.2,0.447,1.643
4322,平凡无奇,4.8,2.2,0.447,1.643
4323,正点,7.0,6.8,1.0,1.483
4324,甘醇,6.7,4.2,1.151,1.44
4325,生硬,4.0,3.6,0.612,0.822
4326,用心,7.4,4.5,0.962,1.323
4327,白搭,3.5,3.8,1.0,1.483
4328,丢失,3.0,5.6,1.173,1.084
4329,凶狠,2.2,8.2,1.095,0.908
4330,凶恶,2.4,8.0,0.894,1.0
4331,先声夺人,4.6,5.6,0.822,0.962
4332,光明正大,7.0,5.0,1.275,1.369
4333,全力以赴,7.7,6.9,1.255,1.597
4334,划不来,3.9,2.9,0.548,1.245
4335,吃香,6.7,5.2,0.908,1.44
4336,各有千秋,6.4,4.5,1.14,1.323
4337,合用,5.7,4.0,0.758,0.707
4338,名副其实,6.8,5.0,0.908,1.458
4339,名符其实,6.8,5.0,0.908,1.458
4340,回天乏术,1.6,6.6,0.822,0.822
4341,多不胜数,6.2,5.0,0.837,0.935
4342,好听,7.3,6.8,1.151,0.57
4343,如火如荼,5.9,7.3,0.894,1.483
4344,尖嘴猴腮,2.4,3.5,0.962,1.225
4345,屹立不摇,7.7,3.5,0.758,1.871
4346,年久失修,3.4,2.9,0.548,1.084
4347,忙碌,5.3,7.2,0.671,1.304
4348,成名,7.4,6.9,1.084,1.245
4349,收敛,4.9,3.0,0.418,0.791
4350,有一手,6.2,4.8,0.57,1.037
4351,死板,3.5,3.6,1.0,0.894
4352,死板板,3.5,3.6,1.0,0.894
4353,汗流浃背,4.7,6.5,0.447,1.118
4354,污浊,3.2,3.6,1.151,1.194
4355,灰蒙蒙,3.7,3.1,1.037,1.597
4356,百思不得其解,3.1,5.0,0.962,1.173
4357,老旧,3.8,3.2,0.758,1.304
4358,耳目一新,6.7,6.3,0.908,1.565
4359,自给自足,7.4,4.3,1.084,1.304
4360,血淋淋,2.4,7.6,0.822,1.14
4361,行不通,3.3,4.1,1.204,1.387
4362,吵杂,3.5,7.6,0.707,1.294
4363,呆滞,3.4,1.8,1.14,0.837
4364,告一段落,5.8,3.9,0.758,0.894
4365,困恼,2.8,6.2,0.837,0.758
4366,坑坑洞洞,3.7,5.5,0.758,1.581
4367,完封,8.2,7.5,1.037,1.225
4368,技压群雄,8.4,8.1,0.652,0.894
4369,抓狂,2.0,8.7,1.0,0.447
4370,更胜一筹,7.3,6.4,0.975,1.294
4371,沈闷,3.3,2.2,0.671,1.037
4372,沉闷,3.3,2.2,0.671,1.037
4373,没骨气,2.9,3.6,1.025,0.418
4374,沙哑,4.5,3.6,0.5,1.517
4375,灼热,3.7,7.6,1.44,1.14
4376,狂爆,3.6,8.3,1.636,1.095
4377,秀气,6.8,3.7,0.57,1.525
4378,良莠不齐,3.7,5.3,0.447,1.151
4379,见效,6.5,5.8,0.935,1.44
4380,走火,2.6,7.5,0.652,1.225
4381,身历其境,6.1,6.1,1.673,0.962
4382,邪不胜正,7.7,5.6,1.396,0.652
4383,并驾齐驱,7.9,6.4,1.14,1.387
4384,乖乖,6.3,3.1,0.908,1.342
4385,事半功倍,7.3,5.8,0.671,1.095
4386,来势汹汹,5.5,7.4,0.5,0.822
4387,两全其美,7.5,4.5,1.118,1.275
4388,其貌不扬,3.0,3.7,1.118,0.57
4389,刺耳,2.6,6.9,1.084,1.245
4390,受潮,3.6,3.3,1.084,1.204
4391,周延,7.2,4.4,1.151,0.548
4392,和乐,6.8,4.9,0.758,1.025
4393,奄奄一息,2.6,3.1,1.084,1.636
4394,奇货可居,7.2,5.8,1.151,1.525
4395,始料未及,3.6,6.0,0.962,0.866
4396,扎实,7.8,3.3,1.151,1.483
4397,冷静下来,5.2,4.4,0.4,2.245
4398,快快活活,6.4,5.2,0.49,1.327
4399,沈迷,3.0,5.2,0.0,1.47
4400,沉默不语,4.7,2.2,0.4,1.47
4401,沉寂,3.8,2.3,0.927,0.872
4402,生锈,3.4,2.8,1.14,1.304
4403,心生畏惧,3.3,5.3,0.748,1.47
4404,平平静静,6.4,2.4,1.02,1.497
4405,平平淡淡,4.8,2.1,0.274,1.14
4406,叱责,2.6,6.3,0.374,1.03
4407,可怖,3.4,6.8,0.49,0.4
4408,没法,4.2,4.4,0.678,1.744
4409,没法子,4.2,4.4,0.678,1.744
4410,没法儿,4.2,4.4,0.678,1.744
4411,刺耳声,2.6,6.9,1.084,1.245
4412,柔柔顺顺,5.8,3.2,0.4,1.166
4413,冒充者,3.1,4.4,0.917,1.655
4414,背叛者,2.0,8.0,0.632,0.894
4415,自卑感,2.6,3.8,0.8,1.47
4416,妨碍者,3.2,5.8,0.748,1.166
4417,走好运,7.0,5.8,0.632,1.327
4418,逃掉,3.2,5.4,0.812,1.068
4419,率直地,6.0,3.6,0.632,0.735
4420,羞怯怯,3.6,4.4,0.49,1.744
4421,阴沈,3.2,3.4,0.4,1.02
4422,阴沈沈,3.2,3.4,0.4,1.02
4423,闷闷,3.8,4.0,0.4,1.265
4424,闷著,3.8,4.0,0.4,1.265
4425,欺侮,3.3,6.5,0.4,0.775
4426,诈欺,2.6,7.0,0.8,1.095
4427,欺诈,2.6,7.0,0.8,1.095
4428,减缩,4.0,4.2,0.63,1.17
4429,无能力,3.0,6.0,0.632,0.894
4430,没能力,3.0,6.0,0.632,0.894
4431,无理性,2.6,6.8,1.02,1.166
4432,没理性,2.6,6.8,1.02,1.166
4433,无趣味,3.4,5.2,0.8,0.98
4434,没趣味,3.4,5.2,0.8,0.98
4435,没趣,3.4,5.2,0.8,0.98
4436,筋疲力尽,3.0,5.2,0.894,1.939
4437,筋疲力竭,3.0,5.4,0.894,1.96
4438,结结巴巴,4.0,4.6,0.0,1.356
4439,费解,3.6,4.3,0.894,1.204
4440,不雅观,3.2,4.4,0.447,0.894
4441,叹息,3.4,3.8,1.02,1.166
4442,叹气,3.2,4.0,0.748,1.265
4443,热切于,6.2,6.4,0.748,0.49
4444,热诚地,6.6,5.2,0.49,1.83
4445,惹人厌,1.4,7.5,0.548,1.225
4446,慌慌张张,2.6,7.4,0.548,1.194
4447,烦燥,3.2,7.6,0.4,1.2
4448,违悖,3.0,4.8,0.632,1.47
4449,嘈杂,3.5,7.6,0.707,1.294
4450,嘈杂声,3.5,7.6,0.707,1.294
4451,吵杂声,3.5,7.6,0.707,1.294
4452,唠唠叨叨,3.8,5.8,0.4,1.47
4453,怜悯心,5.8,5.0,1.166,1.414
4454,热心肠,6.4,5.2,0.49,1.47
4455,噪声,3.6,5.0,0.49,1.1
4456,谦逊地,6.4,3.5,0.86,0.775
4457,还可以,6.0,5.1,0.0,0.781
4458,可信赖,7.2,5.4,0.4,1.497
4459,可信任,7.8,5.8,0.748,1.47
4460,打退,5.5,6.9,1.265,0.663
4461,斥骂,2.6,6.3,0.374,1.03
4462,叱骂,2.6,6.3,0.374,1.03
4463,安静下来,5.6,2.4,0.8,1.497
4464,死气沉沉,3.0,5.8,0.632,1.72
4465,死气沈沈,3.0,5.8,0.632,1.72
4466,埋怨,2.8,6.6,0.4,0.49
4467,讨人嫌,1.4,7.5,0.548,1.225
4468,顾人怨,1.4,7.5,0.548,1.225
4469,惹人嫌,1.4,7.5,0.548,1.225
4470,假扮,3.8,4.4,0.4,1.02
4471,做假,3.4,5.3,0.49,0.872
4472,做秀,3.8,4.2,0.4,1.47
4473,得罪人,3.2,5.6,0.4,1.356
4474,凄惨,1.7,6.1,0.447,1.245
4475,谎话,2.8,4.2,0.98,1.86
4476,蠢蛋,3.0,5.6,0.0,1.02
4477,蠢人,3.4,5.4,0.49,1.356
4478,失业者,3.0,4.0,0.63,0.89
4479,窘况,3.6,4.4,0.49,1.02
4480,潜心于,5.4,2.8,0.49,1.166
4481,低沈,4.6,3.4,0.49,1.855
4482,昏沈,3.2,3.4,0.4,1.855
4483,昏昏沈沈,3.2,3.4,0.4,1.855
4484,昏昏沉沉,3.2,3.4,0.4,1.855
4485,严重的,3.2,7.0,0.98,0.632
4486,了解,5.6,3.6,0.49,1.02
4487,吓到,3.6,6.8,0.49,0.748
4488,介意,4.1,4.5,0.548,1.0
4489,自危,3.0,5.0,0.612,1.225
4490,密告,3.3,3.7,0.908,1.204
4491,无病呻吟,3.9,4.9,0.418,0.894
4492,耍脾气,3.8,6.7,0.837,1.095
4493,气呼呼,2.8,7.7,0.57,0.975
4494,污物,2.0,3.6,0.612,1.342
4495,伪君子,2.3,4.3,0.975,1.396
4496,乱丢,3.4,4.2,0.548,1.304
4497,狗嘴里吐不出象牙,2.9,5.2,0.652,0.837
4498,狗嘴吐不出象牙,2.9,5.2,0.652,0.837
4499,混日子,3.7,3.0,0.447,1.0
4500,不置可否,4.3,3.1,0.671,1.294
4501,出气,3.5,6.6,0.707,0.548
4502,有心人,3.9,2.4,0.742,1.387
4503,凌迟,2.5,7.0,0.791,1.414
4504,内讧,3.1,6.2,1.025,1.483
4505,扭歪,3.7,4.0,1.095,1.369
4506,望尘莫及,4.0,5.3,0.935,1.095
4507,搞乱,3.3,5.0,0.837,1.581
4508,畜生,1.7,8.3,0.274,0.447
4509,袖手旁观,3.5,3.5,1.0,1.414
4510,猛吃,4.5,6.2,0.5,1.483
4511,悻悻然,3.9,4.5,0.742,1.225
4512,无可奈何,3.9,3.7,0.548,1.204
4513,自扫门前雪,3.2,4.4,0.837,1.557
4514,围城,3.3,4.6,0.671,1.517
4515,离乡背井,3.8,5.1,0.837,1.025
4516,有口无心,4.1,3.5,0.742,1.414
4517,错觉,4.6,2.4,0.548,0.894
4518,呆板,4.0,3.1,0.791,1.342
4519,发昏,3.7,3.6,0.671,1.636
4520,故态复萌,3.4,4.3,0.822,1.483
4521,寻仇,2.9,7.6,0.742,0.548
4522,不屈服,5.8,7.5,1.095,1.118
4523,欺负弱小,3.1,6.0,0.548,1.173
4524,从中作梗,3.6,4.1,1.084,1.673
4525,脱轨,3.0,5.9,0.707,1.14
4526,困穷,2.3,5.1,0.447,1.342
4527,枯槁,2.8,3.9,0.57,1.025
4528,急忙,3.9,7.9,0.742,1.025
4529,急急忙忙,3.9,7.9,0.742,1.025
4530,无边无际,4.5,4.6,0.707,1.14
4531,打高空,4.5,3.4,0.5,1.342
4532,陷住,3.8,5.6,0.758,1.475
4533,猪哥,3.2,4.9,0.837,1.557
4534,跛足,3.3,4.2,0.975,1.525
4535,惨烈,3.5,7.4,1.0,0.894
4536,穷途末路,2.5,7.0,1.0,1.173
4537,颠倒是非,2.9,5.9,0.652,0.894
4538,晕眩,3.9,4.0,0.894,1.768
4539,臭脸,3.3,5.8,0.671,0.837
4540,卖国,2.7,5.6,1.095,1.557
4541,善辩,4.9,4.6,1.025,0.548
4542,误入歧途,2.9,5.4,0.742,1.14
4543,不配,2.8,5.3,0.447,1.304
4544,缺口,3.8,3.6,0.837,1.14
4545,火冒三丈,2.5,8.0,1.118,1.225
4546,吵死,2.3,8.2,0.671,0.57
4547,整顿,4.3,4.3,0.671,1.204
4548,犯贱,2.2,5.4,0.758,1.14
4549,凹下,4.1,3.6,0.742,1.475
4550,阻拦,3.7,4.5,0.975,1.658
4551,醉汉,3.2,6.0,0.758,1.225
4552,跛子,3.5,2.8,1.0,1.304
4553,不合群,2.6,4.5,0.894,1.414
4554,楞住,4.9,2.5,0.224,1.0
4555,不平衡,4.2,3.6,0.447,1.342
4556,丑恶,1.9,4.9,0.894,1.597
4557,愤世嫉俗,2.1,7.7,0.742,0.447
4558,惴惴不安,3.1,7.1,0.742,0.894
4559,变酸,3.7,3.9,0.671,1.245
4560,尽力而为,7.2,4.5,1.095,1.225
4561,蛮干,3.8,6.1,0.758,1.342
4562,不羁,4.7,4.4,0.447,1.342
4563,危险期,2.8,5.2,1.304,1.304
4564,不孝,2.1,5.8,1.025,1.643
4565,省力,6.4,1.8,1.14,0.837
4566,不可信,3.3,3.8,0.837,1.304
4567,闪人,4.6,3.0,0.894,1.414
4568,包山包海,6.7,3.3,0.837,1.565
4569,互撞,3.6,6.6,1.14,1.14
4570,饿昏,3.6,4.2,1.14,1.304
4571,愁容满面,2.9,4.2,1.245,1.891
4572,掉队,3.6,3.2,0.548,1.643
4573,卑下,3.0,3.3,1.0,1.204
4574,迂回,4.0,2.3,1.225,1.204
4575,不可名状,6.0,5.6,1.0,1.342
4576,功败垂成,2.3,5.3,0.975,1.396
4577,破铜烂铁,2.0,4.6,0.707,1.673
4578,心烦,3.3,6.8,0.837,1.304
4579,渗漏,3.4,4.0,1.14,1.414
4580,心急如焚,3.4,8.4,0.894,0.548
4581,弄混,3.7,3.9,0.975,1.517
4582,弄糟,3.1,4.2,0.742,1.643
4583,弄碎,3.5,4.5,1.118,1.5
4584,不如人意,2.9,4.0,1.14,1.581
4585,要死,2.5,7.0,1.5,1.225
4586,挑拨是非,2.8,5.8,1.037,1.304
4587,天打雷霹,2.1,8.1,1.14,1.342
4588,凄然,2.5,4.5,1.225,1.225
4589,欺瞒,2.6,3.6,1.084,1.517
4590,匪类,2.3,4.8,1.095,1.304
4591,打骂,3.0,5.9,0.935,1.14
4592,愚弄,2.9,4.7,0.894,1.204
4593,孤僻,3.1,2.5,1.025,1.581
4594,污辱,2.5,5.9,0.707,1.245
4595,诡辩,3.4,4.6,0.894,1.294
4596,不可收拾,3.4,5.0,0.894,1.414
4597,不听话,3.9,4.1,0.548,1.432
4598,黑店,2.7,4.9,1.204,1.432
4599,卖国贼,1.7,7.3,0.671,1.204
4600,卑微,2.7,3.2,1.204,1.304
4601,过不去,3.8,4.2,0.758,1.525
4602,泼妇,2.2,7.3,0.837,1.304
4603,烂仗,2.8,4.9,1.037,1.597
4604,苦差事,3.0,4.3,1.225,1.483
4605,闷住,3.7,3.1,0.975,1.746
4606,漠然,3.9,2.0,1.245,1.414
4607,嗤之以鼻,2.7,4.7,1.204,1.565
4608,当头棒喝,5.9,7.6,1.342,1.517
4609,匆忙,3.3,5.0,0.837,1.541
4610,匆匆忙忙,3.3,5.0,0.837,1.541
4611,引颈企盼,7.0,5.4,1.225,1.14
4612,强词夺理,3.0,7.1,0.707,1.14
4613,不名誉,2.6,4.2,0.548,1.643
4614,上钩,3.7,3.8,1.204,1.643
4615,删减,3.8,4.0,1.304,1.541
4616,打颤,4.1,3.4,0.742,1.517
4617,惨绝人寰,1.0,8.4,0.0,0.548
4618,炮击,2.4,7.1,1.14,1.517
4619,唱反调,3.4,5.3,0.548,0.837
4620,猛踢,3.9,6.9,1.14,1.597
4621,欺凌,1.9,6.8,0.742,1.304
4622,沾染,2.8,3.8,0.837,1.643
4623,告密,2.6,4.0,0.894,1.414
4624,漠不关心,2.4,2.4,1.342,1.517
4625,漏球,3.2,3.9,1.151,1.432
4626,太闲,4.6,1.6,0.548,0.894
4627,作弄,3.8,3.6,0.837,1.342
4628,流离失所,2.6,5.0,0.894,1.225
4629,骂人,2.8,6.5,0.837,0.707
4630,受惊,3.8,6.0,1.304,1.0
4631,声名狼藉,1.8,4.6,0.837,1.342
4632,丑男,2.0,4.2,0.707,1.643
4633,丑女,2.0,4.2,0.707,1.643
4634,老谋深算,5.8,1.8,1.095,0.837
4635,闹别扭,3.8,5.0,0.447,1.458
4636,催吐,4.3,5.9,0.671,1.673
4637,食古不化,3.6,3.5,0.894,1.323
4638,耐震,6.2,1.4,1.304,0.548
4639,狂妄,3.3,4.6,1.095,1.342
4640,喧嚷,3.0,4.9,0.707,1.432
4641,更坏,2.7,3.6,1.204,1.342
4642,污点,2.2,3.7,0.837,1.483
4643,瞎眼,1.6,6.2,0.894,1.304
4644,训斥,1.6,6.1,0.548,1.432
4645,死狗,1.1,5.4,0.224,0.894
4646,小心眼,2.9,4.2,0.548,1.095
4647,消瘦,5.2,3.6,1.037,1.342
4648,打抱不平,6.2,4.7,1.304,1.643
4649,自吹自擂,4.2,5.1,0.447,1.245
4650,阿谀,3.0,4.2,0.707,1.643
4651,伤风败俗,1.6,5.1,0.548,1.517
4652,喧嚣,3.4,4.2,0.822,1.643
4653,喧嚣声,3.4,4.2,0.822,1.643
4654,害人精,2.2,4.6,0.447,1.517
4655,劫掠,2.4,5.6,1.14,1.517
4656,流放,2.8,5.1,1.095,1.517
4657,靠不住,2.9,4.4,1.025,1.517
4658,有种,6.6,4.0,0.894,1.732
4659,压破,4.0,4.2,0.707,1.643
4660,轻佻,3.4,3.0,0.548,1.225
4661,心寒,2.8,2.6,1.095,1.342
4662,放宽,6.7,1.6,1.204,0.548
4663,仿冒,3.6,3.6,0.548,1.817
4664,好久,4.4,2.1,0.548,1.025
4665,不平等,2.6,3.4,1.14,1.517
4666,吓呆,3.2,4.8,1.483,1.483
4667,低水平,2.8,3.6,1.255,1.817
4668,暗地,3.6,2.4,0.894,1.673
4669,瘟疫,2.2,5.1,1.304,1.673
4670,好斗,3.4,6.2,1.14,1.643
4671,带衰,1.6,6.2,0.894,1.643
4672,不甩,3.5,3.4,1.323,1.673
4673,隐退,5.0,3.1,0.0,1.517
4674,有仇,2.1,7.0,1.14,1.581
4675,亏空,1.8,6.6,1.304,1.517
4676,冷嘲热讽,2.2,6.8,1.304,1.304
4677,恼怒,1.6,8.1,0.894,1.245
4678,无赖,2.6,6.0,1.294,1.414
4679,加收,4.1,3.8,1.025,1.643
4680,滥打,3.0,6.4,1.225,1.517
4681,意志消沈,1.4,2.9,0.548,1.245
4682,意志消沉,1.4,2.9,0.548,1.245
4683,妄动,4.2,4.3,1.037,1.396
4684,浓烈,5.4,7.9,0.894,1.025
4685,贬低,2.9,5.2,1.084,1.643
4686,弄死,1.6,8.0,0.894,1.414
4687,冒昧,4.6,2.8,0.652,1.643
4688,婊子,1.4,7.3,0.548,1.396
4689,劳役,3.2,5.2,1.304,1.823
4690,逃之夭夭,3.3,4.3,1.304,1.789
4691,有碍观瞻,3.3,6.0,0.975,1.871
4692,装死,3.9,5.3,0.894,1.718
4693,做错,3.7,5.0,0.671,1.768
4694,做错事,3.7,5.0,0.671,1.768
4695,杯盘狼藉,3.3,3.8,1.304,1.643
4696,伤痛欲绝,1.2,8.8,0.447,0.447
4697,抖颤,3.5,7.4,0.866,1.817
4698,把关,5.0,3.4,0.0,1.71
4699,喝倒彩,2.4,5.6,1.14,2.104
4700,存心,3.6,3.7,1.14,1.565
4701,悲凉,1.4,3.7,0.548,1.718
4702,口臭,2.8,2.9,1.304,2.074
4703,激愤,2.5,8.6,1.732,0.548
4704,诡计多端,2.8,5.1,1.095,1.949
4705,奸诈,2.0,5.1,1.414,1.597
4706,如释重负,7.1,2.4,1.342,1.673
4707,滥葬,2.6,3.5,1.14,1.0
4708,可恨,2.2,5.8,1.304,1.924
4709,乱哄哄,3.9,7.1,0.742,1.517
4710,大言不惭,3.7,3.8,1.396,1.681
4711,卖弄,4.2,4.0,0.274,1.369
4712,滚蛋,1.6,8.4,0.894,0.894
4713,人渣,1.0,8.6,0.0,0.894
4714,鬼子,1.9,6.6,1.245,1.817
4715,砍头,1.6,7.2,0.894,1.789
4716,不好过,2.6,4.9,1.14,1.517
4717,惊叫,3.2,8.6,1.037,0.894
4718,狂爱,7.3,8.3,0.447,0.975
4719,贬黜,3.0,4.3,1.0,2.168
4720,打屁股,4.2,5.4,1.304,2.302
4721,闹鬼,2.4,7.4,1.342,1.673
4722,烙印,3.3,6.2,1.304,1.643
4723,盲点,4.9,1.5,0.224,1.118
4724,乱扯,3.9,3.5,1.14,1.658
4725,孤寂,2.8,2.2,1.037,1.643
4726,乞求,2.8,4.3,1.304,2.28
4727,找碴,2.4,7.0,1.342,1.581
4728,找麻烦,2.4,7.0,1.342,1.581
4729,以偏概全,4.4,2.3,0.894,1.204
4730,打偏,4.0,2.7,1.173,1.681
4731,傻瓜,3.1,4.6,1.14,2.881
4732,上瘾,4.2,6.8,0.908,2.049
4733,污渍,4.0,1.9,1.225,1.746
4734,祸害,2.4,5.5,0.822,1.658
4735,避讳,4.2,3.2,0.758,1.304
4736,有出息,7.0,5.9,0.354,1.746
4737,松落,3.9,3.3,0.894,1.304
4738,嗜杀成性,2.1,5.8,1.14,0.908
4739,拍马屁,3.5,4.0,1.0,2.398
4740,尖叫,4.1,7.6,1.342,1.387
4741,嚎啕大哭,3.5,7.3,1.414,1.681
4742,连累,2.9,4.0,1.294,1.696
4743,骂脏话,2.7,6.5,0.57,1.414
4744,吵嘴,3.8,4.9,0.57,0.962
4745,撕破,3.6,5.1,0.822,1.746
4746,受限,3.9,3.1,0.742,1.245
4747,要饭,3.4,4.3,0.822,1.643
4748,凶兆,3.4,3.6,1.084,1.14
4749,惊醒,3.5,5.7,1.369,0.837
4750,砍断,4.0,4.1,1.173,1.636
4751,猛攻,4.3,5.8,1.037,1.304
4752,不可讳言,4.8,3.3,1.037,1.643
4753,唯恐不及,3.8,5.0,0.837,1.62
4754,狠毒,2.7,5.4,1.037,0.962
4755,困顿,3.5,3.9,1.414,1.782
4756,耍贱,3.1,5.0,0.894,1.118
4757,怕死,3.4,4.9,0.652,1.432
4758,猪头,3.5,3.3,0.5,1.565
4759,强压,3.9,4.5,1.084,1.275
4760,妒恨,2.7,6.1,0.447,0.962
4761,地狱,3.2,3.5,1.483,1.581
4762,减损,4.0,3.4,1.061,1.949
4763,批斗,3.5,6.0,0.707,1.541
4764,空想,3.9,3.3,0.822,1.857
4765,搪塞,3.3,4.0,0.758,2.236
4766,牵肠挂肚,5.0,5.2,0.935,1.823
4767,重压,3.8,3.3,0.908,1.525
4768,惆怅,3.6,3.3,0.894,1.151
4769,以德报怨,6.3,3.8,0.975,1.605
4770,骗人,3.7,4.4,0.758,1.673
4771,逊位,4.3,3.1,1.304,1.746
4772,难为情,4.3,4.3,0.57,1.857
4773,焦燥,3.5,6.3,0.354,0.837
4774,焦躁,3.5,6.3,0.354,0.837
4775,缭乱,3.5,4.2,0.935,1.681
4776,申斥,3.7,4.6,0.975,1.517
4777,专权,3.3,4.2,1.396,1.956
4778,玷污,2.5,6.2,1.173,1.44
4779,干戈,3.3,4.3,1.037,1.304
4780,禁锢,2.9,3.4,0.822,1.851
4781,歼灭,3.9,6.1,1.917,1.597
4782,落寞,3.1,2.8,1.14,1.304
4783,毒杀,2.2,6.2,1.151,1.204
4784,摔倒,4.4,4.8,0.894,1.643
4785,跌倒,4.4,4.8,0.894,1.643
4786,摔跤,4.4,4.8,0.894,1.643
4787,摔一跤,4.4,4.8,0.894,1.643
4788,跌跤,4.4,4.8,0.894,1.643
4789,跌一跤,4.4,4.8,0.894,1.643
4790,搞屁,4.2,5.4,0.758,1.782
4791,嫉妒,3.4,5.8,1.194,1.605
4792,适得其反,3.5,4.2,0.707,1.718
4793,失魂落魄,3.1,4.3,1.194,1.891
4794,打烂,3.6,5.4,1.194,1.084
4795,杠上,3.8,5.9,0.837,1.387
4796,倒下,3.9,3.6,1.342,1.636
4797,沈溺,3.4,3.3,0.962,1.789
4798,沉溺,3.4,3.3,0.962,1.789
4799,恳挚,6.6,4.1,0.894,1.817
4800,坐立不安,3.7,5.0,0.447,1.696
4801,诸事顺心,6.7,7.6,0.577,1.155
4802,安安稳稳,6.0,2.6,0.632,1.625
4803,浅薄,3.8,2.7,1.037,0.447
4804,失身,2.7,5.9,1.304,2.247
4805,琳瑯满目,6.1,4.8,0.742,1.681
4806,叛国,3.0,6.0,1.275,1.732
4807,恶有恶报,3.7,6.0,0.671,1.732
4808,自由心证,5.1,3.9,0.224,2.247
4809,醉醺醺,3.9,3.5,0.224,2.062
4810,尽善尽美,7.3,3.6,0.671,2.162
4811,讥讽,3.4,5.1,0.894,1.949
4812,穷凶极恶,2.5,6.3,0.866,1.718
4813,夭折,3.0,6.1,1.458,1.517
4814,钻牛角尖,3.8,5.2,0.57,2.08
4815,疯人,3.9,6.0,0.418,1.969
4816,疯子,3.9,6.0,0.418,1.969
4817,推托,4.0,3.9,0.612,1.746
4818,推却,4.0,3.9,0.612,1.746
4819,何苦,4.1,2.3,0.652,0.837
4820,何苦来哉,4.1,2.3,0.652,0.837
4821,销声匿迹,4.1,2.0,0.742,0.707
4822,不方便,4.7,1.8,0.274,0.837
4823,失和,3.8,4.6,0.758,2.535
4824,卒仔,3.4,3.9,0.822,1.884
4825,俗辣,3.4,3.9,0.822,1.884
4826,善待,6.2,2.9,0.758,1.432
4827,胡作非为,3.1,5.4,0.548,1.636
4828,困局,3.7,3.9,1.095,1.817
4829,冷血,3.5,3.7,0.791,2.28
4830,态度不好,4.3,3.6,0.274,1.636
4831,稀疏,4.2,2.0,0.274,0.707
